damage,uid,file,area
minor-damage,4a3d2344-d3e8-4dc6-b248-a78a85dc2f0e,data/train/classification_images/4a3d2344-d3e8-4dc6-b248-a78a85dc2f0e.png,17136
minor-damage,3aaa3973-b937-4bf6-a8cc-a95ce4357331,data/train/classification_images/3aaa3973-b937-4bf6-a8cc-a95ce4357331.png,10608
minor-damage,aee8b9e6-f552-4647-9ffc-0cc609c986aa,data/train/classification_images/aee8b9e6-f552-4647-9ffc-0cc609c986aa.png,9021
minor-damage,26db60ec-3f6a-4022-958a-e61ba2859862,data/train/classification_images/26db60ec-3f6a-4022-958a-e61ba2859862.png,8820
minor-damage,671d13c0-59e0-427e-b5d5-96cc7f63af0f,data/train/classification_images/671d13c0-59e0-427e-b5d5-96cc7f63af0f.png,12430
minor-damage,3f5e78b6-6875-41dc-b92f-ec20e3ae7f8e,data/train/classification_images/3f5e78b6-6875-41dc-b92f-ec20e3ae7f8e.png,9048
major-damage,204d7397-bb15-4fe4-a092-1e75fb4423b6,data/train/classification_images/204d7397-bb15-4fe4-a092-1e75fb4423b6.png,10374
minor-damage,3d22e82b-056f-4277-acdb-4bf6c03e385f,data/train/classification_images/3d22e82b-056f-4277-acdb-4bf6c03e385f.png,5840
minor-damage,caacd13d-ef6d-4ece-82ae-70f821e1d99e,data/train/classification_images/caacd13d-ef6d-4ece-82ae-70f821e1d99e.png,14626
minor-damage,d0ca2e89-28f2-46dc-a514-8d83044a433f,data/train/classification_images/d0ca2e89-28f2-46dc-a514-8d83044a433f.png,8148
minor-damage,1b2cbb62-fd21-46b3-9a64-a829eb785410,data/train/classification_images/1b2cbb62-fd21-46b3-9a64-a829eb785410.png,13832
minor-damage,2fb427f4-a489-4598-840c-3e79ef146ef9,data/train/classification_images/2fb427f4-a489-4598-840c-3e79ef146ef9.png,13572
minor-damage,1755e84e-7184-43d2-824f-b02f60de3423,data/train/classification_images/1755e84e-7184-43d2-824f-b02f60de3423.png,13287
minor-damage,e5cea1c9-fde3-4de8-ac63-c107923fbaf2,data/train/classification_images/e5cea1c9-fde3-4de8-ac63-c107923fbaf2.png,12669
minor-damage,09323494-01dd-4599-9719-c8fe3d210dc5,data/train/classification_images/09323494-01dd-4599-9719-c8fe3d210dc5.png,7332
minor-damage,d3987a73-7d25-433e-b4a9-9d688e50438d,data/train/classification_images/d3987a73-7d25-433e-b4a9-9d688e50438d.png,15228
minor-damage,ac719d43-e49b-4ec5-b56d-b9a3709869cb,data/train/classification_images/ac719d43-e49b-4ec5-b56d-b9a3709869cb.png,17466
minor-damage,86f80ed3-147f-4967-b5c8-8dfacc8e3dff,data/train/classification_images/86f80ed3-147f-4967-b5c8-8dfacc8e3dff.png,7490
minor-damage,468484de-97ff-4d06-80d6-418d1337b7b7,data/train/classification_images/468484de-97ff-4d06-80d6-418d1337b7b7.png,10425
minor-damage,95b427d0-78c8-4c85-bad0-1304ec08066c,data/train/classification_images/95b427d0-78c8-4c85-bad0-1304ec08066c.png,5547
minor-damage,018d291b-d66f-495e-9ea2-3854f04c4290,data/train/classification_images/018d291b-d66f-495e-9ea2-3854f04c4290.png,19760
minor-damage,d1fb34de-3d7d-4249-b3bd-d22ed78b6108,data/train/classification_images/d1fb34de-3d7d-4249-b3bd-d22ed78b6108.png,14630
minor-damage,549331bd-bf2e-49dc-9e2c-f3b07bdd8ff1,data/train/classification_images/549331bd-bf2e-49dc-9e2c-f3b07bdd8ff1.png,20511
minor-damage,969c5021-35bc-460e-978a-985458aae24c,data/train/classification_images/969c5021-35bc-460e-978a-985458aae24c.png,16254
minor-damage,9dd63458-4f75-40d6-b78e-8a5b067c71c7,data/train/classification_images/9dd63458-4f75-40d6-b78e-8a5b067c71c7.png,7480
minor-damage,7f3a9417-0216-41e8-84b3-85c538a352f7,data/train/classification_images/7f3a9417-0216-41e8-84b3-85c538a352f7.png,13860
minor-damage,2e5cd28e-6e08-4b50-97b0-bbe7dca8b593,data/train/classification_images/2e5cd28e-6e08-4b50-97b0-bbe7dca8b593.png,17514
minor-damage,f20a53ea-64a6-46ea-9882-69b6e1cf16ab,data/train/classification_images/f20a53ea-64a6-46ea-9882-69b6e1cf16ab.png,13224
minor-damage,2c3a63a3-dc6e-4db3-a35d-846bc7617b79,data/train/classification_images/2c3a63a3-dc6e-4db3-a35d-846bc7617b79.png,29865
minor-damage,6485bf90-6933-4e09-a18b-d6c83d2c3221,data/train/classification_images/6485bf90-6933-4e09-a18b-d6c83d2c3221.png,35139
minor-damage,c87579cd-d5bb-417b-bea0-171fd726584b,data/train/classification_images/c87579cd-d5bb-417b-bea0-171fd726584b.png,37037
destroyed,55522c6a-4fce-4f34-b7ad-f25e23740f6d,data/train/classification_images/55522c6a-4fce-4f34-b7ad-f25e23740f6d.png,770
major-damage,5acb655b-9c10-47f8-a96a-b5dea168dba6,data/train/classification_images/5acb655b-9c10-47f8-a96a-b5dea168dba6.png,1596
minor-damage,4ca25936-053c-4902-81d4-86998392d70b,data/train/classification_images/4ca25936-053c-4902-81d4-86998392d70b.png,572
destroyed,22ae6b8f-b73c-4722-b35e-65b71bb73ea2,data/train/classification_images/22ae6b8f-b73c-4722-b35e-65b71bb73ea2.png,1365
destroyed,2d556f38-6767-483d-be01-27219ca6ef2a,data/train/classification_images/2d556f38-6767-483d-be01-27219ca6ef2a.png,2295
destroyed,624b6af5-7c01-4c44-8106-cb7c1ae51bd4,data/train/classification_images/624b6af5-7c01-4c44-8106-cb7c1ae51bd4.png,650
destroyed,e2bdacac-c5f6-4407-b819-96bd980df517,data/train/classification_images/e2bdacac-c5f6-4407-b819-96bd980df517.png,1444
destroyed,2a93c914-6174-4b29-aad2-914472a1afd6,data/train/classification_images/2a93c914-6174-4b29-aad2-914472a1afd6.png,1440
destroyed,717002d6-d9bf-4d04-9e19-31aec95afd76,data/train/classification_images/717002d6-d9bf-4d04-9e19-31aec95afd76.png,1024
destroyed,70a9bf64-d05b-4959-ba82-6a5e13ea73d6,data/train/classification_images/70a9bf64-d05b-4959-ba82-6a5e13ea73d6.png,2295
destroyed,c22fad82-9382-4f01-b283-a2286333cf9f,data/train/classification_images/c22fad82-9382-4f01-b283-a2286333cf9f.png,1122
destroyed,c34e5b77-646f-4225-89dc-57212132400c,data/train/classification_images/c34e5b77-646f-4225-89dc-57212132400c.png,4070
destroyed,b8f14085-a59f-47fb-9671-de1bc038e52e,data/train/classification_images/b8f14085-a59f-47fb-9671-de1bc038e52e.png,832
major-damage,c39e69aa-c7df-4c1c-b69a-a32580f3ea8e,data/train/classification_images/c39e69aa-c7df-4c1c-b69a-a32580f3ea8e.png,6156
major-damage,999a9983-0d59-47af-bd00-d39b915d957a,data/train/classification_images/999a9983-0d59-47af-bd00-d39b915d957a.png,27590
major-damage,45b651f8-7c6e-42ab-b432-4e06af356f55,data/train/classification_images/45b651f8-7c6e-42ab-b432-4e06af356f55.png,25112
major-damage,5633f047-1164-4eea-b735-6af226108851,data/train/classification_images/5633f047-1164-4eea-b735-6af226108851.png,15582
major-damage,1d1f5d1e-330f-41b8-9621-3a01dc8b0b5c,data/train/classification_images/1d1f5d1e-330f-41b8-9621-3a01dc8b0b5c.png,24585
major-damage,1747ee15-ee20-4060-98b6-8a0e7a7862a0,data/train/classification_images/1747ee15-ee20-4060-98b6-8a0e7a7862a0.png,20672
major-damage,e5e830d3-086d-4ff0-8776-f3461ea31076,data/train/classification_images/e5e830d3-086d-4ff0-8776-f3461ea31076.png,3721
major-damage,f8ae26a2-39e9-4073-adf5-37111aad1a40,data/train/classification_images/f8ae26a2-39e9-4073-adf5-37111aad1a40.png,13161
major-damage,00ceb53b-407e-4760-ad25-093065b0d72b,data/train/classification_images/00ceb53b-407e-4760-ad25-093065b0d72b.png,22360
minor-damage,9594d7aa-1f22-4c5d-b145-d3802423b036,data/train/classification_images/9594d7aa-1f22-4c5d-b145-d3802423b036.png,18392
minor-damage,e88cd1e3-5730-4e64-907c-5c95ed533ca7,data/train/classification_images/e88cd1e3-5730-4e64-907c-5c95ed533ca7.png,12000
minor-damage,b61e9fc6-d10f-4148-8417-4cd21434e5ed,data/train/classification_images/b61e9fc6-d10f-4148-8417-4cd21434e5ed.png,25080
major-damage,1820e62d-7f78-4008-bc2a-42447f31d0d3,data/train/classification_images/1820e62d-7f78-4008-bc2a-42447f31d0d3.png,23004
major-damage,afe8b893-5679-4686-8472-859d75d8fe4a,data/train/classification_images/afe8b893-5679-4686-8472-859d75d8fe4a.png,22935
minor-damage,0f8aaca0-342b-404f-babe-861a6506cea2,data/train/classification_images/0f8aaca0-342b-404f-babe-861a6506cea2.png,17466
minor-damage,04e875ba-e65b-4b8b-9880-c90202b6c973,data/train/classification_images/04e875ba-e65b-4b8b-9880-c90202b6c973.png,20116
major-damage,520e291f-69a2-442f-9e7e-c3e664c136c6,data/train/classification_images/520e291f-69a2-442f-9e7e-c3e664c136c6.png,20449
destroyed,81c902db-0f37-45f1-bfe1-648b1340bf47,data/train/classification_images/81c902db-0f37-45f1-bfe1-648b1340bf47.png,11880
major-damage,264f290c-470d-4959-9eb7-e48a548d17ed,data/train/classification_images/264f290c-470d-4959-9eb7-e48a548d17ed.png,15093
minor-damage,28c6b121-9a6b-4627-95bd-71bb3753e15e,data/train/classification_images/28c6b121-9a6b-4627-95bd-71bb3753e15e.png,2033
minor-damage,4d7e2b6e-a43e-4474-b870-207981c642bd,data/train/classification_images/4d7e2b6e-a43e-4474-b870-207981c642bd.png,9594
minor-damage,ed036c72-7894-4051-8b74-f5f67403323e,data/train/classification_images/ed036c72-7894-4051-8b74-f5f67403323e.png,9620
major-damage,43dcaf55-14a9-4bb5-a5a6-2cda83df667a,data/train/classification_images/43dcaf55-14a9-4bb5-a5a6-2cda83df667a.png,47915
minor-damage,b1e5ba54-b652-4a2b-81a9-048ee921e15f,data/train/classification_images/b1e5ba54-b652-4a2b-81a9-048ee921e15f.png,42432
minor-damage,7b942341-7855-4bce-a1e4-af64fb879c55,data/train/classification_images/7b942341-7855-4bce-a1e4-af64fb879c55.png,11440
minor-damage,b598e51c-f800-4980-a1b5-e7ea28ab5bfb,data/train/classification_images/b598e51c-f800-4980-a1b5-e7ea28ab5bfb.png,6400
minor-damage,e085137d-a15a-45e5-a319-cbd4c1990664,data/train/classification_images/e085137d-a15a-45e5-a319-cbd4c1990664.png,2310
minor-damage,1ca705a1-5578-4af2-8219-d1f232f8e4dd,data/train/classification_images/1ca705a1-5578-4af2-8219-d1f232f8e4dd.png,82344
minor-damage,03e0861c-f627-4bfa-a30c-2b0e70c62d08,data/train/classification_images/03e0861c-f627-4bfa-a30c-2b0e70c62d08.png,10340
destroyed,a8678326-05eb-4054-95ac-64a5d0d5bcfb,data/train/classification_images/a8678326-05eb-4054-95ac-64a5d0d5bcfb.png,7178
destroyed,e217d0c2-7f3e-44a7-9d38-5201b9cebe10,data/train/classification_images/e217d0c2-7f3e-44a7-9d38-5201b9cebe10.png,9240
destroyed,acfd1b0b-9072-4b04-9008-2086f13c2149,data/train/classification_images/acfd1b0b-9072-4b04-9008-2086f13c2149.png,24206
destroyed,db79af56-2929-4dfa-b24d-5e9f3b56da19,data/train/classification_images/db79af56-2929-4dfa-b24d-5e9f3b56da19.png,19834
major-damage,e9e815bb-5244-4126-81fa-4c1cfe551be1,data/train/classification_images/e9e815bb-5244-4126-81fa-4c1cfe551be1.png,19825
major-damage,e787880e-c9df-4356-bf21-dd28b9b735cf,data/train/classification_images/e787880e-c9df-4356-bf21-dd28b9b735cf.png,13910
destroyed,7e591084-3cb0-43ed-9485-4d7de61de047,data/train/classification_images/7e591084-3cb0-43ed-9485-4d7de61de047.png,4590
destroyed,63abd327-6a19-405f-baef-0dc7d6e9c969,data/train/classification_images/63abd327-6a19-405f-baef-0dc7d6e9c969.png,16377
destroyed,06632da6-db83-4455-a6ed-0a55dc852426,data/train/classification_images/06632da6-db83-4455-a6ed-0a55dc852426.png,12642
destroyed,46bf8f45-fe1e-4c2d-bab7-1a4e93f802ce,data/train/classification_images/46bf8f45-fe1e-4c2d-bab7-1a4e93f802ce.png,13284
destroyed,626a75e0-ea35-45f4-8ea0-f0e8a927843b,data/train/classification_images/626a75e0-ea35-45f4-8ea0-f0e8a927843b.png,14960
destroyed,6e10bce3-c0f5-42a2-bd3b-d5ba759f5cb7,data/train/classification_images/6e10bce3-c0f5-42a2-bd3b-d5ba759f5cb7.png,18327
destroyed,8415202a-292e-435c-a796-dadcbce3d295,data/train/classification_images/8415202a-292e-435c-a796-dadcbce3d295.png,15368
destroyed,48172521-8cd0-4130-8d4a-33bb3c61d7c4,data/train/classification_images/48172521-8cd0-4130-8d4a-33bb3c61d7c4.png,14300
destroyed,1b21b57e-5e03-4970-af13-1d4ca4f53b72,data/train/classification_images/1b21b57e-5e03-4970-af13-1d4ca4f53b72.png,8827
destroyed,88f5c04a-834c-4dda-8df3-90c897975798,data/train/classification_images/88f5c04a-834c-4dda-8df3-90c897975798.png,13161
destroyed,497517c4-3a89-4f14-a698-f78d86503c55,data/train/classification_images/497517c4-3a89-4f14-a698-f78d86503c55.png,3630
destroyed,e0d6000b-ec47-4a72-9fff-989908dc9e09,data/train/classification_images/e0d6000b-ec47-4a72-9fff-989908dc9e09.png,2444
destroyed,77f541d7-74e7-45e6-8b4d-062775805ef7,data/train/classification_images/77f541d7-74e7-45e6-8b4d-062775805ef7.png,7605
destroyed,b7dda2a3-d2f2-4da2-ba71-eec5efc41330,data/train/classification_images/b7dda2a3-d2f2-4da2-ba71-eec5efc41330.png,13572
destroyed,9fe63a53-a49d-460d-966c-41b2e27fbcc5,data/train/classification_images/9fe63a53-a49d-460d-966c-41b2e27fbcc5.png,21080
destroyed,ed6754cd-488d-440e-b1dc-09861077e359,data/train/classification_images/ed6754cd-488d-440e-b1dc-09861077e359.png,12870
destroyed,793dbebe-ee71-42b6-b609-037e2192cfd6,data/train/classification_images/793dbebe-ee71-42b6-b609-037e2192cfd6.png,15480
destroyed,87d8a72f-d34e-4bf6-a4b1-afc778c64972,data/train/classification_images/87d8a72f-d34e-4bf6-a4b1-afc778c64972.png,11639
destroyed,4e62d105-d329-4cc6-89ab-c112089b2095,data/train/classification_images/4e62d105-d329-4cc6-89ab-c112089b2095.png,15080
destroyed,457a81d4-119d-46dd-95f6-8bb06c306adf,data/train/classification_images/457a81d4-119d-46dd-95f6-8bb06c306adf.png,9900
destroyed,7cfc2748-ca31-4793-9dee-61a2a71a7fe9,data/train/classification_images/7cfc2748-ca31-4793-9dee-61a2a71a7fe9.png,8450
destroyed,3be13ca6-96ff-4269-a86c-c7de8bdfa226,data/train/classification_images/3be13ca6-96ff-4269-a86c-c7de8bdfa226.png,1870
destroyed,376cb09c-7334-4135-a73c-d81e76e62319,data/train/classification_images/376cb09c-7334-4135-a73c-d81e76e62319.png,9118
destroyed,d4daae31-7112-4631-a40f-032609b16f82,data/train/classification_images/d4daae31-7112-4631-a40f-032609b16f82.png,15867
destroyed,e11ba665-7c7c-4c70-972f-97ac3bcbe813,data/train/classification_images/e11ba665-7c7c-4c70-972f-97ac3bcbe813.png,15600
destroyed,8a55c16a-e962-44d0-9b17-445cab4d3193,data/train/classification_images/8a55c16a-e962-44d0-9b17-445cab4d3193.png,13000
destroyed,5f11b5d1-b50b-4ec5-9bb7-ef5d356c39e1,data/train/classification_images/5f11b5d1-b50b-4ec5-9bb7-ef5d356c39e1.png,14040
destroyed,b0b12a32-ebfe-4529-855c-cb72b452f269,data/train/classification_images/b0b12a32-ebfe-4529-855c-cb72b452f269.png,15480
destroyed,b4e5fb09-26fc-46e7-b699-4c8c96fe5398,data/train/classification_images/b4e5fb09-26fc-46e7-b699-4c8c96fe5398.png,12840
destroyed,273ffb36-23ae-43bd-b18a-6e5b4d550c0f,data/train/classification_images/273ffb36-23ae-43bd-b18a-6e5b4d550c0f.png,10712
destroyed,118ba56f-1110-47e5-80eb-9564c6790a86,data/train/classification_images/118ba56f-1110-47e5-80eb-9564c6790a86.png,11844
destroyed,849284fd-6e2d-436f-882b-c9ffacc80877,data/train/classification_images/849284fd-6e2d-436f-882b-c9ffacc80877.png,16770
destroyed,8d8e441e-41c3-42c5-a957-aa5b6a5c8d27,data/train/classification_images/8d8e441e-41c3-42c5-a957-aa5b6a5c8d27.png,15990
destroyed,bc155a9f-bc29-4fd1-9941-6fa4229b8049,data/train/classification_images/bc155a9f-bc29-4fd1-9941-6fa4229b8049.png,12360
destroyed,d7dfb324-f04d-4ae3-bb22-853b682f14d8,data/train/classification_images/d7dfb324-f04d-4ae3-bb22-853b682f14d8.png,11931
destroyed,a7e13932-410c-461d-b4c7-d6cdb6cf65c7,data/train/classification_images/a7e13932-410c-461d-b4c7-d6cdb6cf65c7.png,16770
destroyed,cbbc0404-c329-4dd3-9e47-3090c99de8d2,data/train/classification_images/cbbc0404-c329-4dd3-9e47-3090c99de8d2.png,12091
destroyed,6744e966-fcdc-44c1-b615-72bcf82f3733,data/train/classification_images/6744e966-fcdc-44c1-b615-72bcf82f3733.png,15428
destroyed,6f80f50a-16e4-457f-a0d7-67df5fd70b57,data/train/classification_images/6f80f50a-16e4-457f-a0d7-67df5fd70b57.png,15600
destroyed,953d36b2-ffdf-4157-81e0-aadcbce42cab,data/train/classification_images/953d36b2-ffdf-4157-81e0-aadcbce42cab.png,15129
destroyed,9808e32f-097b-44db-8360-b27e3af76403,data/train/classification_images/9808e32f-097b-44db-8360-b27e3af76403.png,13920
destroyed,daa58bf9-4583-4f31-a92a-e2463f5270a3,data/train/classification_images/daa58bf9-4583-4f31-a92a-e2463f5270a3.png,12126
destroyed,ab613350-3abc-406d-8813-f856bbc4e781,data/train/classification_images/ab613350-3abc-406d-8813-f856bbc4e781.png,10010
destroyed,27fa9bbe-3f57-467a-840c-3916c402b301,data/train/classification_images/27fa9bbe-3f57-467a-840c-3916c402b301.png,14760
destroyed,193cf258-626e-4ba2-969c-45a4a7cb46be,data/train/classification_images/193cf258-626e-4ba2-969c-45a4a7cb46be.png,21060
destroyed,e1eb5389-76b5-43cd-b61e-e1279b2eb051,data/train/classification_images/e1eb5389-76b5-43cd-b61e-e1279b2eb051.png,10283
destroyed,92097fde-bc0c-404f-bca3-9235e480d2b0,data/train/classification_images/92097fde-bc0c-404f-bca3-9235e480d2b0.png,14238
destroyed,f4e27e9e-e975-4c37-b8be-503a21bc04d1,data/train/classification_images/f4e27e9e-e975-4c37-b8be-503a21bc04d1.png,13192
destroyed,2791830f-cfe0-4e94-a025-8bc40d3e4363,data/train/classification_images/2791830f-cfe0-4e94-a025-8bc40d3e4363.png,14760
destroyed,dd4037f4-028d-4e9c-a2bb-346c9b66bf82,data/train/classification_images/dd4037f4-028d-4e9c-a2bb-346c9b66bf82.png,13899
destroyed,5af176e5-e0b1-45b7-bbef-e407f0b361d5,data/train/classification_images/5af176e5-e0b1-45b7-bbef-e407f0b361d5.png,11000
destroyed,57353a5c-9e75-453f-ba38-c7eb66a3f95d,data/train/classification_images/57353a5c-9e75-453f-ba38-c7eb66a3f95d.png,11752
destroyed,c80def9f-c097-4fe6-9f79-a7bcb3618ab4,data/train/classification_images/c80def9f-c097-4fe6-9f79-a7bcb3618ab4.png,2496
destroyed,bbec4f27-1e5c-4ddb-8fc2-db3df511943f,data/train/classification_images/bbec4f27-1e5c-4ddb-8fc2-db3df511943f.png,25758
destroyed,0f7a4467-a751-4e05-a298-b2d5e21e650a,data/train/classification_images/0f7a4467-a751-4e05-a298-b2d5e21e650a.png,12430
destroyed,0bce9c45-50c1-4018-af8c-be76292791c5,data/train/classification_images/0bce9c45-50c1-4018-af8c-be76292791c5.png,20216
destroyed,38caa4f5-c7f2-44cd-85d6-22a998e94f6e,data/train/classification_images/38caa4f5-c7f2-44cd-85d6-22a998e94f6e.png,19760
destroyed,8ffd1b32-4922-4764-bc51-2bfc02052424,data/train/classification_images/8ffd1b32-4922-4764-bc51-2bfc02052424.png,13520
destroyed,b467ef44-d540-469d-92c6-0f8da2a77764,data/train/classification_images/b467ef44-d540-469d-92c6-0f8da2a77764.png,21158
destroyed,99ef6274-1cc4-40e2-9922-8a4f0d680b1f,data/train/classification_images/99ef6274-1cc4-40e2-9922-8a4f0d680b1f.png,13699
destroyed,730c018b-d8d9-43af-ab88-1152de3b72be,data/train/classification_images/730c018b-d8d9-43af-ab88-1152de3b72be.png,12870
destroyed,58adfa60-d928-42c6-8e23-0a655eeaff4f,data/train/classification_images/58adfa60-d928-42c6-8e23-0a655eeaff4f.png,12702
destroyed,0dbbf6b0-4fad-47de-ae2c-0867684ec03f,data/train/classification_images/0dbbf6b0-4fad-47de-ae2c-0867684ec03f.png,14040
destroyed,91f45648-0f66-430f-96fc-54fc35da5bb7,data/train/classification_images/91f45648-0f66-430f-96fc-54fc35da5bb7.png,22050
destroyed,c9ea57c6-faa0-45ae-bb23-416a3684106b,data/train/classification_images/c9ea57c6-faa0-45ae-bb23-416a3684106b.png,18447
destroyed,403842c3-fb97-497c-9620-85e0f893caa2,data/train/classification_images/403842c3-fb97-497c-9620-85e0f893caa2.png,17515
destroyed,65333c6b-2d07-451c-9505-f116bf957ccd,data/train/classification_images/65333c6b-2d07-451c-9505-f116bf957ccd.png,9605
destroyed,e04eb4aa-ba85-4a20-87cc-98df878f4f68,data/train/classification_images/e04eb4aa-ba85-4a20-87cc-98df878f4f68.png,37185
destroyed,9fb9dd77-93cf-4628-b5e7-fb334e17780e,data/train/classification_images/9fb9dd77-93cf-4628-b5e7-fb334e17780e.png,7047
destroyed,d235640f-0c44-4857-897b-5c29eb983ed5,data/train/classification_images/d235640f-0c44-4857-897b-5c29eb983ed5.png,2030
