damage,uid
major-damage,48617770-fd4a-41a7-b615-ccdc7b6ac50b
major-damage,30c969a2-e109-49f9-a0e1-521249f90eef
no-damage,6412c833-bc5f-47c5-b126-9610d0d6fad0
major-damage,a04e75d0-b9e6-4f70-86d9-5af4f34587d2
no-damage,091aa3c0-7b4d-445b-bd84-f29fb95052fe
no-damage,4398bb94-b8a4-43a7-9ab6-7bbafdef217c
no-damage,cf271eeb-fb81-4291-8552-d4dcab32c88c
no-damage,43065151-642a-464d-8df4-716352202944
no-damage,f6b8f751-763e-4f4d-8309-9213efe1fd9a
no-damage,52fc8fe0-cfa0-4778-9da6-a9c8fe65d0da
no-damage,582c404c-2160-4a6a-8480-20e55cd289e4
no-damage,33346b42-b782-4898-89ff-251a7b18009f
no-damage,16c43ecd-bfd6-4837-840e-b2c6fc8dcb19
no-damage,1eec73bf-ed64-4d24-92b2-9635598aaf27
no-damage,41639726-b832-41f2-b293-87392fdf870a
no-damage,32576fbf-22e9-4a1c-a481-4bf8db60dbdf
no-damage,2589af31-3ef4-4b99-8e84-f8465e1df3c8
no-damage,e863f495-fe71-452f-9b91-9c96d346ba73
no-damage,f3647d11-945f-43ca-b930-746db32fd0d9
no-damage,aa79c0ee-aaf2-44b0-9cb3-f19804a7a618
no-damage,2266fe0d-98de-4cbe-98f1-87902c35f879
no-damage,a2fa9060-d0d4-4edc-96e2-8990d50ffc70
no-damage,dc49066f-7820-4c1d-ac95-0f1eda9f30db
no-damage,d9b8b238-5a52-4c13-b150-55e5f8a9b7f2
no-damage,7d3a7def-ee4d-4ddd-a493-5f3e0a4ffad2
no-damage,846f4201-14e7-4a64-995c-f81dbec38f96
no-damage,b7f8b2dd-6b65-4e4d-a25f-d28d9aea8813
no-damage,ce920289-311c-40a0-8f14-863c259ce7e5
no-damage,759e10bf-4155-48c5-a915-ad2e1178ac73
no-damage,3a55493a-189d-4b05-84fa-dc7583204a89
no-damage,5f7d250c-4b45-440e-aef0-e929945fafe1
no-damage,c6a499c8-e725-4731-8fde-b74d59c77c65
no-damage,22911883-a226-49e4-b8dd-20dd59995d28
no-damage,e3f4b849-66f5-4e60-9a36-a9ae8de95897
no-damage,14c00d25-d82f-4655-b78e-854fd356f9bb
no-damage,1a00b412-f620-481e-a346-225fd09ecd6c
no-damage,7d07460a-72e7-4ec7-ab4f-c76626d3d9e3
no-damage,5bf746b3-2af2-42c7-bc67-cca4b0e7dd73
no-damage,2ed5e894-f4fa-43eb-a0b3-c904f5a7e1ff
no-damage,73795a4d-c2aa-424d-99c6-6633c9715584
no-damage,dbc44cd2-b613-4495-8a43-8fff5f7f386a
no-damage,b706dfe1-3201-48a5-a35d-0b81b75d8841
no-damage,2ab2776a-cd04-4b73-81d3-5e6f6a81eb70
no-damage,4c3e58cb-6f86-42c0-9499-e17e300c5755
no-damage,6c841f92-b033-4165-9084-53500593252d
no-damage,b839112c-eb8a-484c-a58d-609dc0fcfe9c
no-damage,ff003ed4-2638-4e16-81bf-67226af58bff
no-damage,8f8ac054-b107-4619-bf49-5af90da14e2d
no-damage,4087d7d0-c130-4442-959b-efb9aa77275e
no-damage,de44f318-88d1-4f38-91d4-e101f0dc9129
no-damage,57c85880-a203-47dc-a76a-28874f1ee992
no-damage,a2de2855-0f5a-4742-9114-ca3019bf0c56
no-damage,f3dd93ec-0520-4c17-8050-184156ccc916
no-damage,1ea35dfa-55f8-4420-879f-4481970a82bf
no-damage,74a44b87-3a5e-40b5-ae7d-8b80cb2523f9
no-damage,4a60844f-3b78-4075-9a48-2d3d1f5081fe
no-damage,913ef3f5-28a2-45ac-bf91-6dfca1b0547c
no-damage,293ce60a-4ec0-4938-81a3-3feff62d6e04
no-damage,18df5ed2-00b7-43f2-a8d2-bb3f1d177bef
no-damage,39f6e290-bd29-4b8a-9740-966f94a38943
no-damage,1a405ef5-4947-4403-9116-e6972ef55f20
no-damage,8acc6940-adbb-4184-9901-b01422c66f54
no-damage,8868ab31-f8b3-4e6f-9828-2a36d3e5176f
no-damage,2cbc1095-17b3-4f1a-a55c-ba00c5ad5db8
no-damage,c217a953-d666-43d2-ae64-abec38aab780
no-damage,87639676-06ae-4066-9231-097473bbe7aa
no-damage,3630d9ed-0d26-411d-9568-b3026d927c5e
no-damage,42a9bc99-8224-4117-841a-a5ff41f52f2b
no-damage,710fcd49-a597-49b8-bbd2-ad229adc39f8
no-damage,414eac8d-013f-4f6d-8251-4e82cebbbbe0
major-damage,5b8ac201-5fcd-4a75-98ad-3c1c66e15b40
major-damage,5d8894c9-7ead-4bf6-9274-e2b28f04d155
no-damage,44749a33-5f07-4e5e-b6e9-7d0525035771
no-damage,02e79b44-386a-4ed0-9c16-67bb1779a4eb
no-damage,9eec2bb2-181b-418a-9bca-6c611e57b8da
no-damage,43f345d4-51fb-41a8-a7e1-e2fa6ad14d30
no-damage,1d114348-711c-4880-bd6f-f52a105ed616
no-damage,786a24b5-2fec-492f-8ccd-58756583d702
no-damage,d7f91c04-f5b8-488a-a8f1-c1618e4165b3
major-damage,fa6644a5-1978-4f3a-a642-b368fa5cbdb3
no-damage,db33b3f6-836f-4f65-9a96-074efc08bd8a
major-damage,8be21bb3-a2b1-4f80-ad55-e68c4eae1212
no-damage,80f2724e-45a1-4557-968c-88a14515356d
major-damage,5f6aa2de-3833-4db1-aed3-b5d18fdfa370
no-damage,2ee0bd91-ab56-49be-bb28-4196bae44fb6
no-damage,d92c2209-e03b-4ba6-a8d2-564d4ff6eb2e
no-damage,38a88fdc-975f-4ee6-877e-431ef73c285b
major-damage,8529bc12-a1b7-49d6-a84e-557953c48650
no-damage,4c57d824-93f8-4fd3-9004-6d141c767203
no-damage,1bc17250-aa98-4b68-9df5-9bf8a890d8e6
major-damage,398f909e-a0ae-4a11-a355-d2b2e1d9319e
no-damage,184f4558-fcf6-46cf-b2d8-d3a885cda599
no-damage,311952c4-5111-4bee-9bbc-9a716c529cfd
minor-damage,c04e9f44-5b76-4f15-8353-8b4f2451df0d
un-classified,2ee2f7c7-e5d7-47fc-b252-aed218aa91cf
minor-damage,ad93fcc1-75c7-4176-a841-498f1298b989
un-classified,289f9d18-b5cf-417d-80a2-1dff9182d766
minor-damage,f05430c7-13ec-40dd-b64b-309695d7992c
minor-damage,5e6b394c-f15f-472f-8d86-b1ed97a0f7ff
no-damage,ea26d474-9cdb-44a2-8817-e59b6d387ae2
no-damage,f58e2780-763e-4fb4-913f-a8bfc989cf76
no-damage,720fa6ee-3b28-4328-a122-ed289671180a
major-damage,d2f2f0ed-2db6-41d5-851a-1bb668f0c0de
no-damage,c0637ee1-06c2-4b93-bcee-ef264d6cb24d
no-damage,f897d03f-a726-489d-8805-173edc2e07fd
no-damage,080b2202-4117-4b02-bd5c-504642fd846c
no-damage,d5e124ef-6f61-46e4-9385-b01fb21d8fd3
no-damage,9bff1a89-2f2b-44f7-8f37-28cc0c3fd0ac
no-damage,466b6205-148e-43a3-a4ac-2d5fa648c1db
no-damage,02984d12-d88c-403e-b419-6592b9e1db3c
no-damage,01db1359-4217-402a-9552-68515b422849
no-damage,cae6a479-ec31-4103-83a1-81afb307f23d
no-damage,18e4cf9c-0bb8-4b39-a978-e7257074abf5
no-damage,835af9c9-ba2e-4823-bb7b-600e878e774b
no-damage,1b7e5f7a-9d27-4a14-bd05-bc82340454c3
no-damage,467d0b21-da06-4aaa-9bfe-cb0e97cdfaf2
no-damage,873700aa-1aa1-40b1-929c-03ad785ec335
no-damage,066d948c-3cca-4bd0-aca8-7483fe227faa
no-damage,2e0e1aca-3027-4147-9fb6-9999966dea82
no-damage,dcbc2a0c-d9ee-4dc0-a441-f8edae26e891
no-damage,b98ebc84-76ad-4ae1-bb11-c16c6d0acbe7
no-damage,9cb6ea53-7d9d-4cfe-acf9-84422d2610ca
no-damage,cb4dd990-974f-4b61-85ed-12d18a63d9e5
no-damage,0093f2b9-a55c-4776-9e48-18e1212e9298
no-damage,6ae534b4-2f93-467b-b6e0-265b9ae8a2ec
no-damage,607dbfd8-198d-48ee-86ba-18e37079c328
no-damage,1bff6b4e-fdca-4ee4-a5a9-9cd28db8eaab
no-damage,30fa57c1-df5e-4f30-97e0-cf6f23875993
no-damage,5a6a0d34-4578-401d-a2f3-5b2b24570128
no-damage,f57ba048-09b3-401a-87c7-7ecad54c7cc1
no-damage,d088129d-7686-45b9-a26f-6a6de32729f3
no-damage,793844fb-066a-40f0-9c54-c3a641d9b30b
no-damage,c6583050-df1f-4eb2-9bae-5d24014032fb
no-damage,f4d4cd5a-31ab-4010-9e50-0d82c94889d4
no-damage,678b382a-b1fc-4cfc-b4c0-22d7e87a0f37
no-damage,c0b8b224-b56e-4bd7-a8cf-62a48e2bcdad
no-damage,af9dec7f-3704-4ebb-ba93-061db8b2d52c
no-damage,22b5ed41-dcec-4b57-9f2a-e734536d5896
no-damage,3cfb193c-9695-4e5d-baf4-a33301ad5cd4
no-damage,ca621bf6-7374-4d6b-9013-c29f35ef14ea
no-damage,4d743a45-61c7-4d11-ac94-5d7a80df38ec
no-damage,866b60ec-eefb-4caf-a63a-3ba0148ff0fd
no-damage,e57fc2a8-ff57-4105-99b3-d520f0fa419e
no-damage,ebce962f-9c21-4f7f-871f-de82214d257c
no-damage,e2ea9772-491c-4175-8f46-0d45dd404ebc
no-damage,3434afed-cb76-47ff-b68f-4998ec1ddc8b
no-damage,27de86f9-9a96-48da-853f-2465caff60bf
no-damage,ee27b33c-fb27-46dd-9e93-e94f7338d0f0
no-damage,6bb4395c-78e2-411f-ae1c-89ac51c4a3d4
no-damage,4fdd5696-c418-440e-930a-09f0b1087177
no-damage,fdf1c3f9-e77b-4e75-b6d5-2326b8889fe8
no-damage,b87047f7-ca6a-4f1a-9f2c-2d22693accaf
no-damage,9cca21c2-0c1a-47ec-ba03-a35b841c1ac9
no-damage,90970997-28df-4401-918e-1ffafaff2a35
no-damage,18378862-6007-4c83-a741-5f21cbad8025
no-damage,9e59969f-eeac-495d-8b6e-18c129b3644c
no-damage,b3f55123-7931-407f-9206-f6b6c2d2dfbd
no-damage,b484b701-dc7c-432b-bdaf-85d879326142
no-damage,e9cede38-be21-4fe4-9b35-bf68097e4ffd
no-damage,88f7510e-c9ab-4b6b-a8ac-2bba106e0c76
no-damage,f636b619-bdcd-4277-bca6-81aa50483b36
no-damage,eef852d2-d33e-483a-a836-068ee99de0a8
no-damage,e8cfe949-936a-4d40-a176-f22f739be4d3
no-damage,45786e56-e2f3-41e5-8e8f-b16cdc829055
no-damage,75341c7b-6328-4181-a5da-21b91f7403ea
no-damage,f70c19c6-bafb-4d37-9992-a91bd2978fd2
no-damage,c101a255-8dc7-479d-b9f1-2946494c1eb4
no-damage,13f92832-41fa-4720-a3b4-39347293f7ed
no-damage,42717b6e-6d68-4d63-9abf-534422aff52e
no-damage,0b12fe5f-3002-4855-b7c6-335bc8f17a7a
no-damage,7c6f2ee5-4a52-4082-a6dd-282aeb3e608c
no-damage,a9cc8255-340d-4a86-a3a9-7c0e81075017
no-damage,9a315131-a254-4dae-94c5-3df9cc21985b
no-damage,e39fbc18-e9a5-47f5-8d1c-3e3cc5ef2625
no-damage,7c198639-9a3d-4681-8b50-6796f7108daf
no-damage,3234c9e9-3380-4a62-8b0e-dd9aafc834e6
no-damage,ffa13841-3f64-4d86-8cdc-8c04c9c7c180
no-damage,11a96112-14ad-431f-b246-4714ed824283
no-damage,2fbaaa98-c6b5-43d7-b3a3-98de4ba6443a
no-damage,561a9a27-cf30-4f1a-bb71-6438abe23219
no-damage,d075fc96-e729-46cd-9b69-8443f984146c
no-damage,270ea5b9-882d-4ab7-a3fc-2352279140b2
no-damage,5de352ec-b125-4f40-8ad7-3aeecef54a1d
no-damage,6bde3fb0-8c9b-4837-9e5c-c3ad5d41f544
no-damage,fd440756-fdeb-4e5d-94b5-48397ad2cf9a
no-damage,f7be6e9e-2504-4cbe-8ab4-83131e5b5cd9
no-damage,99363de7-29da-48ff-8cc9-4facb8b33d19
no-damage,2146412e-c1a3-40c4-ba9e-1df27bb36b86
no-damage,43331e51-4f59-47f0-9ad2-284462b1e2ad
no-damage,4de2e05e-9e95-4a26-9479-84154c0e50a5
no-damage,bad56fc9-ecef-4403-b255-bd6d249dd39b
no-damage,083e63d0-6bec-43f6-acc1-b4ccb05e340c
no-damage,950b033a-7c1f-4bd2-9123-1f54486bdb1f
no-damage,ca3699f2-45a6-43f0-a0b2-fed29b3c3d55
no-damage,197cf0bd-7760-4fc1-9f73-ddc08684f4e7
no-damage,213feaf1-0e7d-49c4-b8c0-1b00881abdfb
no-damage,373fb963-c81b-4770-ad49-bc9dc3ad2e6c
no-damage,35ffccd9-fdbb-4b7b-8779-1746f75be076
no-damage,0a65e600-28fe-406f-8a6d-a0228865377d
no-damage,b0ea1ed0-0a25-4f72-ac7e-8752b650c7d3
no-damage,fd362ad2-b4fa-46a8-8257-021b13ac0b6e
no-damage,6a44c3c1-ce7d-476d-b4c3-47b81de7059b
no-damage,34d9e7fd-fc53-494c-a080-99c9e1593a7c
no-damage,511463e6-2e3b-41af-acb9-e5b54297f19b
no-damage,94295ec9-9805-46b0-8793-6e94cb52cae5
no-damage,40a48b11-b02d-450e-a336-f8196e6e0e82
no-damage,e38cee1f-b58b-48f6-abac-7efc93c85e74
no-damage,229226c0-c3d7-4845-8b52-31f99f4b8e45
no-damage,f73dff3a-f28e-436e-b260-971d09abd327
no-damage,279b7186-cfc8-462a-85cd-7a93289836da
no-damage,b563e2f1-0361-48a0-a9d5-4777b0c034c6
no-damage,98be2a9c-d9a2-4587-9e71-9afb485b39f1
no-damage,a8b298ff-05f8-4f98-a83c-c8debe8ebbda
no-damage,310cbeed-7b84-425b-a7c8-8816d782fc71
no-damage,bc9b6642-c481-4d74-9201-5f51a6d4b371
no-damage,cb8830b4-ecb8-4c0f-b136-b58c4145b13f
no-damage,6ec48553-4fa3-4cc3-bbec-232c132e14c7
no-damage,60f1c40a-38a1-4dff-98a8-7862471821c5
no-damage,69fa141f-9b57-4567-8951-fc42c8f1e08a
no-damage,01d18977-32f1-49b1-8c88-687c896db58e
no-damage,62d61e78-305c-442f-b7f7-4ac6d02d3d37
no-damage,fabf459d-28d7-4bcd-8f53-9756bc3b3054
no-damage,6235c2eb-63d1-41b7-ae26-c5310818a45c
no-damage,4f71b5b1-7c95-4d63-bda0-e85aeda482da
no-damage,45db191f-1caa-4213-b55d-9ee337a26780
no-damage,9b96d7db-5c85-417a-aeeb-cb533c96003a
no-damage,92008caa-9f99-42aa-a6b9-e4703537e45b
no-damage,22f1be02-e119-4265-8d4a-79526d9335ca
no-damage,0f960ba6-4916-41df-9c15-0543b1d43cdc
no-damage,cf39e75d-8baa-4767-bc6e-c65148e04e56
no-damage,30280887-df46-4f6a-bc30-2fdcf577a038
no-damage,394416f3-2245-4c54-9a28-59becae20721
no-damage,df939a4a-37d7-4eef-80f0-7bf1ddb4f3f1
no-damage,dafd2fda-8647-488c-beba-42f2843e12f1
no-damage,793c19e4-b49b-45e3-8adb-864238fc359f
no-damage,8d700a3a-7936-424c-b5d9-f4810888fa4d
no-damage,3842ead3-9881-4805-b43d-49f9e6e587d8
no-damage,a528daa5-a458-48b5-8b4d-60c29a6c9597
no-damage,489f5494-e7c7-4e49-af66-aff6599a12a0
no-damage,e8f2a165-c7d6-421f-89c2-a12eaa4cba7e
no-damage,9ee78536-8b64-4845-9306-73c183c83285
no-damage,e9206b5e-41c8-4d1b-9c83-b962ae545a33
no-damage,14338bcc-8540-4df6-9fff-b616076978f4
no-damage,0c6e47aa-4ac7-41ed-bdb0-21051fe97a87
no-damage,3bb08219-6319-4737-b6e6-e0110d75204f
no-damage,ba4bb7f1-f257-4e06-b55b-f138612dedd7
no-damage,f2a071a8-54c8-4e74-bccf-5a36f8b25913
no-damage,8ee472b5-b3b9-4f4e-810a-bcaf2550aa25
no-damage,5145e1c6-dc17-4ab0-9393-901e75a86b91
no-damage,2c0debd3-045d-4ad8-84a8-a0f1ebf940ed
no-damage,d7e2b37d-551f-4829-b462-74b6c4273263
no-damage,d05ac08d-208e-41c3-bf9f-7493f1c463f4
no-damage,005bd9f6-6fcc-4ce3-92f9-0fb158dd48a6
no-damage,6c3fba56-bae6-4a88-8c70-bdb13e67db5f
no-damage,389a456e-147d-43c0-8132-6793ba5a0582
no-damage,30afa228-e20a-4592-9607-d4c8fcaf3a60
no-damage,7bd5e24a-18a3-4875-8557-ed503461db4a
no-damage,26a0ea51-61c1-4ccb-8b6f-555e0a41485c
no-damage,40208b40-1783-4033-9e1d-dcde9941218f
no-damage,dc983fb9-d1c7-4697-8803-357fa78df076
no-damage,6a922125-7028-469b-9f17-717f40ef04b7
no-damage,2be92213-ff78-443b-890f-a24ca7dbaa0b
no-damage,de87fd18-f627-47f2-a455-7285aec3ec28
no-damage,cc6b4b52-b461-489e-a93e-4b68b16bb1c9
no-damage,4778d0e4-74e2-4a83-a2ce-02f3943fccbc
no-damage,f5b4e063-8ff4-4dcb-91da-ae8cd23eb567
no-damage,4d18510b-bcdc-4af2-84a3-22dbb925edec
no-damage,b7c7ea97-9825-4390-a720-eb418fe86aef
no-damage,5bea1219-8218-40fc-8ade-cf35399c190c
no-damage,5dfa1143-a83d-40f8-8ae8-19cb99dbc685
no-damage,4c30922c-17b5-4043-8699-9b4568151347
no-damage,b8efae50-804c-42ff-b5c0-f1d8689f504c
no-damage,bacfe392-c16d-4c11-866b-ce995c3adfec
no-damage,190f7186-c67c-46c8-990f-cdae1371b01c
no-damage,e43cde7e-d3a9-4d65-9452-8f4f25adef82
no-damage,b3a31adb-b2f7-4276-aa36-6abb845d2734
no-damage,041f1c19-b3e3-479b-824f-aee152053521
no-damage,a0cb184b-a8e9-4796-bba8-69e2449a1275
no-damage,59839b39-b124-4c28-a811-7332e6aeb949
no-damage,119c7697-e6d8-4f5c-a560-8939250a65ae
no-damage,0b6fb425-94de-4f6e-9d5f-fb42c895ea24
no-damage,db621735-bea6-46cb-a0bc-b72cb97e348f
no-damage,c378002a-f7ba-4f91-8e65-639a057d0d9d
no-damage,b8985db0-fac0-40bd-85d1-46a8149dea5e
no-damage,635953a6-64b8-4aad-9dfe-33b2d6ec3ab1
no-damage,5aef51f9-c4bf-4f0c-a61f-755eef8565ef
no-damage,3252f153-1a67-42d7-b274-4c71a97a2faf
no-damage,96695904-fc5b-4237-a86e-0e57265db6d6
no-damage,156bcdc2-0ee1-47cb-8238-682625a2c419
no-damage,b8b60537-09a4-4f1e-a685-7248d64fd688
no-damage,eda24522-41a2-4066-90ba-e333005e7cfa
no-damage,ff19bab0-8ca2-4cf4-9242-b89c836ab390
no-damage,35e25a15-c6f4-4c75-8ba4-f0e227a6aced
no-damage,a076c71f-1c4b-433f-b09f-2703c7bb5566
no-damage,5cc8b23f-8991-4a67-94bc-4ed7f608428a
no-damage,cdb6edce-d933-4655-b806-075e3444b63f
no-damage,8c23747f-1a15-4520-88b1-27cd7ff4595f
no-damage,62897571-a902-4166-b116-c91fd12b3fdf
no-damage,ea19f2a7-9fa6-451b-9fca-ce95efae91ee
no-damage,66e7c699-b3bc-4f5a-8057-5d7b68798fc7
no-damage,8ef21e31-7ed9-4cb0-8135-67587bdd2a76
no-damage,8f118b3f-cf61-4749-b354-6f55bd89e56f
no-damage,fff52d94-aac7-453a-a1f2-755f5073f495
no-damage,ae3e1755-121e-4785-8589-13a1894138ee
no-damage,534e1ee8-18ee-4d6e-8f6f-fc75ef856cff
no-damage,5dc4ef1d-5ec6-4b60-8303-b44c25bfcdac
no-damage,8a219c0f-efe7-46d3-bf7c-9e6966b80d85
no-damage,3cbd6322-ad70-49d6-8806-5e81bca013a2
no-damage,8c96b92f-ca9e-46d6-b4c8-cb300c1619d1
no-damage,4e718ea7-9dc4-4140-b0af-ba2794239a17
no-damage,59e1b9fd-ded7-4832-b115-7328fdd46808
no-damage,e44ccb0b-758d-4a35-98f3-9c1678b8d9bd
no-damage,7fd61027-15f6-454f-a0a7-ebf385231002
no-damage,5adfcfad-09dd-4a3d-a8bb-6bf40792cf4e
no-damage,b3c639e0-b122-40fa-9908-54788a95ad6f
no-damage,94fbd894-432c-4884-824a-82f681aabad9
no-damage,7a5ae094-3aa0-468a-bd08-38daa8787408
no-damage,1611b6fe-1528-4f13-963d-3f18e012020e
no-damage,8c458d8c-76ad-4e4c-a9d2-13a3722e135d
no-damage,029dc8cc-f88d-45e6-85b5-6087c9f05de0
no-damage,ea9a4321-47bf-4367-86d0-a710662ebd06
no-damage,a77e0527-a90e-48b1-b08f-36331b9e7d58
no-damage,f0131359-7192-4b53-b823-6577af229ec7
no-damage,dcb73dbd-205b-4721-bc07-5fdbf7f9c032
no-damage,28ff5df2-43e8-4d82-b5db-2fc40d93456c
no-damage,cee822e5-67d1-4819-bd61-7ffe65986f51
no-damage,28152e2a-8e65-4d0d-b4e7-a633089c21e9
no-damage,a44a02f9-d2d4-4c03-a887-89d8d808a7d4
no-damage,09a33ec4-f65d-400a-b65d-c97c5ae18c21
no-damage,e99c0af9-d288-4b99-83bf-a96fb4ec93d9
no-damage,df4b3ca4-fed8-4b84-9ab1-9ad827d0bb4b
major-damage,641473e3-bda2-46ce-84ff-87734410b6d6
major-damage,ba987127-f139-431d-a23b-1df103b10cc8
major-damage,de4d86d4-8045-4a9d-8ab2-613ea5548c97
major-damage,4c18d1b5-9b5a-4507-bfc3-ea0a92137c5c
major-damage,d41c654f-f96d-4d7d-b49f-c391c6eb2ae3
major-damage,f8c67ad4-dd6e-4e65-a4b8-c9b36c59cd7c
major-damage,8022eae5-a5e3-4116-a0c9-912c749772ed
major-damage,475d0629-9c9c-48be-ae3c-8a4c5ab565b4
